Country	Countrycode3	Countrycode2	Year	POP	Incomegroup	Mean	Median	Gini	Source	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	Q1	Q2	Q3	Q4	Q5	P5	P95	Revision	Quality	Source_Comments	Region	Currency	Reference_period	Welfaredefn	IncSharU	UofAnala	Equivsc	AreaCovr	PopCovr	AgeCovr	EU	OECD	Year_cat	Welfaredefn_new	Equivsc_new	AgeCovr_new	AreaCovr_new	PopCovr_new	IncSharU_new	UofAnala_new	Exchangerate	Mean_usd	Median_usd
Bangladesh	BGD	BD	1963	57.7970371091	Low income			33	Statistical Yearbook	3.3	5.2	5.3	5.8	8.3	8.3	10	11.8	15	27	8.5	11.1	16.6	21.8	42	1.3	17.2		Average	Bangladesh Household Expenditure Survey	Asia			Income. Gross	Household	Household	No Adjustment	Rural	All	All	Non-EU	Non-OECD	1960-1969	Income.Gross	Without Adjustment	All	Other	All	Household	Household			
Bangladesh	BGD	BD	1965	59.8811912338	Low income			44.9	Statistical Yearbook																			Low		Asia			Income. Gross	Household	Household	No Adjustment	Urban	All	All	Non-EU	Non-OECD	1960-1969	Income.Gross	Without Adjustment	All	Other	All	Household	Household			
Bangladesh	BGD	BD	1966	61.0848710146	Low income			34.3	Dowling and Soo 1983											8.7	10.9	14.6	21.7	44.1		19.6		Low	Household Expenditure Survey	Asia			Income. Gross	Household	Household	No Adjustment	All	All	All	Non-EU	Non-OECD	1960-1969	Income.Gross	Without Adjustment	All	All	All	Household	Household			
Bangladesh	BGD	BD	1966	61.0848710146	Low income			49.7	Statistical Yearbook																			Low		Asia			Income. Gross	Household	Household	No Adjustment	Urban	All	All	Non-EU	Non-OECD	1960-1969	Income.Gross	Without Adjustment	All	Other	All	Household	Household			
Bangladesh	BGD	BD	1967	62.345752757	Low income			43.6	Statistical Yearbook																			Low		Asia			Income. Gross	Household	Household	No Adjustment	Urban	All	All	Non-EU	Non-OECD	1960-1969	Income.Gross	Without Adjustment	All	Other	All	Household	Household			
Bangladesh	BGD	BD	1967	62.345752757	Low income	1830		34.2	Jain 1975	3.4	4.5	5.4	6.3	7.3	8.5	10.1	12.2	15.6	26.7	7.9	11.7	15.8	22.3	42.3		16.7		Not known	Quarterly Surveys of Current Economic Conditions	Asia	Rupees	Year	Income. Gross	Household	Household	No Adjustment	All	All	All	Non-EU	Non-OECD	1960-1969	Income.Gross	Without Adjustment	All	All	All	Household	Household			
Bangladesh	BGD	BD	1967	62.345752757	Low income	1800		33.4	Jain 1975	3.5	4.6	5.5	6.3	7.4	8.6	10.2	12.2	15.6	26.1	8.1	11.8	16	22.4	41.7		16.1		Not known	Quarterly Surveys of Current Economic Conditions	Asia	Rupees	Year	Income. Gross	Household	Household	No Adjustment	Rural	All	All	Non-EU	Non-OECD	1960-1969	Income.Gross	Without Adjustment	All	Other	All	Household	Household			
Bangladesh	BGD	BD	1967	62.345752757	Low income			25.4	Jain 1975	5.4	6	6.6	7.2	7.9	8.7	9.9	11.4	13.7	23.2	11.4	13.8	16.6	21.3	36.9		14.7		Not known	Quarterly Surveys of Current Economic Conditions	Asia			Income. Gross		Person		Urban	All	All	Non-EU	Non-OECD	1960-1969	Income.Gross		All	Other	All		Person			
Bangladesh	BGD	BD	1967	62.345752757	Low income			16.4	Jain 1975	6.5	7.2	7.6	8.3	8.9	9.6	10.5	11.5	13.2	16.7	13.7	15.9	18.5	22	29.9		9.3		Not known	Quarterly Surveys of Current Economic Conditions	Asia			Income. Gross		Person		Rural	All	All	Non-EU	Non-OECD	1960-1969	Income.Gross		All	Other	All		Person			
Bangladesh	BGD	BD	1967	62.345752757	Low income			17.3	Jain 1975	6.4	7	7.6	8.2	8.8	9.5	10.4	11.4	13.1	17.6	13.4	15.8	18.3	21.8	30.7		10.1		Not known	Quarterly Surveys of Current Economic Conditions	Asia			Income. Gross		Person		All	All	All	Non-EU	Non-OECD	1960-1969	Income.Gross		All	All	All		Person			
Bangladesh	BGD	BD	1967	62.345752757	Low income	2690		39.9	Jain 1975	3	3.9	4.7	5.5	6.6	7.8	9.4	11.9	15.7	31.5	6.9	10.2	14.4	21.3	47.2		20.8		Not known	Quarterly Surveys of Current Economic Conditions	Asia	Rupees	Year	Income. Gross	Household	Household	No Adjustment	Urban	All	All	Non-EU	Non-OECD	1960-1969	Income.Gross	Without Adjustment	All	Other	All	Household	Household			
Bangladesh	BGD	BD	1969	64.9793921817	Low income			42.4	Statistical Yearbook																			Low		Asia			Income. Gross	Household	Household	No Adjustment	Urban	All	All	Non-EU	Non-OECD	1960-1969	Income.Gross	Without Adjustment	All	Other	All	Household	Household			
Bangladesh	BGD	BD	1969	64.9793921817	Low income			29	Fields 1989																			Low	Household Expenditure Survey	Asia			Income. ..	Household	Household	No Adjustment	All	All	All	Non-EU	Non-OECD	1960-1969	Other	Without Adjustment	All	All	All	Household	Household			
Bangladesh	BGD	BD	1973	68.933357	Low income			36	Fields 1989																			Low	Household Expenditure Survey	Asia			Income. ..	Household	Household	No Adjustment	All	All	All	Non-EU	Non-OECD	1970-1979	Other	Without Adjustment	All	All	All	Household	Household			
Bangladesh	BGD	BD	1973	68.933357	Low income			28	van Ginneken 1982	3.6	5.2	6.4	7.2	8.5	9.4	10.2	11.7	14.4	23.4	8.8	13.6	17.9	21.9	37.8				Average	Household Expenditure Survey	Asia			Income. Gross	Household	Person	Household per capita	All	All	All	Non-EU	Non-OECD	1970-1979	Income.Gross	Household Per Capita	All	All	All	Household	Person			
Bangladesh	BGD	BD	1973	68.933357	Low income			28	van Ginneken 1982	3.6	5.3	6.4	7.3	8.6	9.4	10.4	11.9	14.4	22.7	8.9	13.7	18	22.3	37.1				Average	Household Expenditure Survey	Asia			Income. Gross	Household	Person	Household per capita	Rural	All	All	Non-EU	Non-OECD	1970-1979	Income.Gross	Household Per Capita	All	Other	All	Household	Person			
Bangladesh	BGD	BD	1973	68.933357	Low income			31	van Ginneken 1982	3.4	5.2	5.9	7	8.1	8.6	9.8	11.9	14.8	25.3	8.6	12.9	16.7	21.7	40.1				Average	Household Expenditure Survey	Asia			Income. Gross	Household	Person	Household per capita	Urban	All	All	Non-EU	Non-OECD	1970-1979	Income.Gross	Household Per Capita	All	Other	All	Household	Person			
Bangladesh	BGD	BD	1973	68.933357	Low income			39.2	Statistical Yearbook																			Average	Bangladesh Household Expenditure Survey	Asia			Consumption	Household	Household	No Adjustment	All	All	All	Non-EU	Non-OECD	1970-1979	Expenditure	Without Adjustment	All	All	All	Household	Household			
Bangladesh	BGD	BD	1973	68.933357	Low income	475		36	Statistical Yearbook	2.8	4.2	5.4	5.9	7.1	8	10	12.8	16	28.4	7	11.3	15.1	22.8	44.4	1.2	16.4		Average	Bangladesh Household Expenditure Survey	Asia	Tk73	Year	Income. Gross	Household	Household	No Adjustment	All	All	All	Non-EU	Non-OECD	1970-1979	Income.Gross	Without Adjustment	All	All	All	Household	Household	7.8498159993	60.5109710693	
Bangladesh	BGD	BD	1977	73.915723	Low income			36.6	Statistical Yearbook																			Average	Bangladesh Household Expenditure Survey	Asia			Income. Gross	Household	Household	No Adjustment	Urban	All	All	Non-EU	Non-OECD	1970-1979	Income.Gross	Without Adjustment	All	Other	All	Household	Household			
Bangladesh	BGD	BD	1977	73.915723	Low income			45	Fields 1989																			Low	Household Expenditure Survey	Asia			Income. ..	Household	Household	No Adjustment	All	All	All	Non-EU	Non-OECD	1970-1979	Other	Without Adjustment	All	All	All	Household	Household			
Bangladesh	BGD	BD	1978	76.066342	Low income	562		35.2	Statistical Yearbook											7.36	11.67	16.04	22.01	42.92				Average	Bangladesh Household Expenditure Survey	Asia	Tk73	Year	Income. Gross	Household	Household	No Adjustment	All	All	All	Non-EU	Non-OECD	1970-1979	Income.Gross	Without Adjustment	All	All	All	Household	Household	15.0161166658	37.4264526367	
Bangladesh	BGD	BD	1981	82.883616	Low income	586		39	Statistical Yearbook	2.76	3.88	4.83	5.89	6.93	8.27	9.95	12.17	15.79	29.53	6.64	10.72	15.2	22.12	45.32	1.12	18.95		Average	Bangladesh Household Expenditure Survey	Asia	Tk73	Year	Income. Gross	Household	Household	No Adjustment	All	All	All	Non-EU	Non-OECD	1980-1989	Income.Gross	Without Adjustment	All	All	All	Household	Household	17.9866916658	32.5796432495	
Bangladesh	BGD	BD	1981	82.883616	Low income			39	Fields 1989																			Low	Household Expenditure Survey	Asia			Income. ..	Household	Household	No Adjustment	All	All	All	Non-EU	Non-OECD	1980-1989	Other	Without Adjustment	All	All	All	Household	Household			
Bangladesh	BGD	BD	1981	82.883616	Low income			37.1	Statistical Yearbook																			Average	Bangladesh Household Expenditure Survey	Asia			Consumption	Household	Household	No Adjustment	All	All	All	Non-EU	Non-OECD	1980-1989	Expenditure	Without Adjustment	All	All	All	Household	Household			
Bangladesh	BGD	BD	1983	87.459802	Low income	578.4		25.9	World Bank Poverty Monitoring Database 2002	4.13	5.59	6.68	7.61	8.49	9.41	10.45	11.8	13.97	21.87	9.72	14.29	17.9	22.25	35.84				Average	Bangladesh Household Expenditure Survey	Asia	USD	Month	Consumption	Household	Person	Household per capita	All	All	All	Non-EU	Non-OECD	1980-1989	Expenditure	Household Per Capita	All	All	All	Household	Person	1	578.4000244141	
Bangladesh	BGD	BD	1983	87.459802	Low income	384451.2		32.7	Deininger & Squire. World Bank 2004	2.944466	4.656866	5.70527	6.617141	7.591031	8.692389	10.09792	11.9376	15.24461	26.5127	7.601332	12.322411	16.28342	22.03552	41.75731				Average	Bangladesh Household Expenditure Survey	Asia	Taka	Month	Income. Gross	Household	Person	Household per capita	All	All	All	Non-EU	Non-OECD	1980-1989	Income.Gross	Household Per Capita	All	All	All	Household	Person	24.6154249995	15618.3046875	
Bangladesh	BGD	BD	1983	87.459802	Low income			36	Statistical Yearbook	2.89	4.31	5.39	6.36	7.38	8.56	9.99	11.74	15.08	28.3	7.2	11.75	15.94	21.73	43.38	1.17	18.3		Average	Bangladesh Household Expenditure Survey	Asia			Income. Gross	Household	Household	No Adjustment	All	All	All	Non-EU	Non-OECD	1980-1989	Income.Gross	Without Adjustment	All	All	All	Household	Household			
Bangladesh	BGD	BD	1984	89.828434	Low income			25.9	WDI											9.72	14.29	17.9	22.25	35.84			New 2013	Average		Asia			Income/Consumption				All	All	All	Non-EU	Non-OECD	1980-1989	Other		All	All	All					
Bangladesh	BGD	BD	1986	94.825499	Low income	435014.4		25.9	Deininger & Squire. World Bank 2004	4.044558	5.531935	6.466373	7.347252	8.289392	9.371132	10.64645	12.20783	14.4262	21.66887	9.576493	13.813625	17.660524	22.85428	36.09507				Average	Bangladesh Household Expenditure Survey	Asia	Taka	Month	Consumption	Household	Person	Household per capita	All	All	All	Non-EU	Non-OECD	1980-1989	Expenditure	Household Per Capita	All	All	All	Household	Person	30.4069	14306.4375	
Bangladesh	BGD	BD	1986	94.825499	Low income	520735.2		30.7	Deininger & Squire. World Bank 2004	3.237919	4.806278	5.678889	6.539855	7.447676	8.517377	9.861404	11.76601	15.17724	26.96735	8.044197	12.218744	15.965053	21.627414	42.14459				Average	Bangladesh Household Expenditure Survey	Asia	Taka	Month	Income. Gross	Household	Person	Household per capita	All	All	All	Non-EU	Non-OECD	1980-1989	Income.Gross	Household Per Capita	All	All	All	Household	Person	30.4069	17125.560546875	
Bangladesh	BGD	BD	1986	94.825499	Low income			33.9	Statistical Yearbook																			Average	Bangladesh Household Expenditure Survey	Asia			Consumption	Household	Household	No Adjustment	All	All	All	Non-EU	Non-OECD	1980-1989	Expenditure	Without Adjustment	All	All	All	Household	Household			
Bangladesh	BGD	BD	1986	94.825499	Low income	633.6		26.9	World Bank Poverty Monitoring Database 2002	4.47	5.57	6.49	7.33	8.17	9.08	10.12	11.53	13.83	23.41	10.04	13.82	17.25	21.65	37.24				Average	Bangladesh Household Expenditure Survey	Asia	USD	Month	Consumption	Household	Person	Household per capita	All	All	All	Non-EU	Non-OECD	1980-1989	Expenditure	Household Per Capita	All	All	All	Household	Person	1	633.5999755859	
Bangladesh	BGD	BD	1986	94.825499	Low income			37	Statistical Yearbook	2.81	4.18	5.13	6.05	6.98	8.09	9.48	11.25	14.58	31.46	6.99	11.18	15.07	20.73	46.04	1.18	21.35		Average	Bangladesh Household Expenditure Survey	Asia			Income. Gross	Household	Household	No Adjustment	All	All	All	Non-EU	Non-OECD	1980-1989	Income.Gross	Without Adjustment	All	All	All	Household	Household			
Bangladesh	BGD	BD	1988	100.062322	Low income	556.8		28.9	World Bank Poverty Monitoring Database 2002	4.16	5.29	6.23	7.13	8	8.96	10.07	11.56	14.02	24.58	9.45	13.36	16.96	21.63	38.6				Average	Bangladesh Household Expenditure Survey	Asia	USD	Month	Consumption	Household	Person	Household per capita	All	All	All	Non-EU	Non-OECD	1980-1989	Expenditure	Household Per Capita	All	All	All	Household	Person	1	556.799987793	
Bangladesh	BGD	BD	1988	100.062322	Low income	520735.2		30.3	Deininger & Squire. World Bank 2004	3.237919	4.806278	5.678889	6.539855	7.447676	8.517377	9.861404	11.76601	15.17724	26.96735	8.044197	12.218744	15.965053	21.627414	42.14459				Average	Bangladesh Household Expenditure Survey	Asia	Taka	Month	Income. Gross	Household	Person	Household per capita	All	All	All	Non-EU	Non-OECD	1980-1989	Income.Gross	Household Per Capita	All	All	All	Household	Person	31.7332485982	16409.765625	
Bangladesh	BGD	BD	1988	100.062322	Low income	435014.4		26.1	Deininger & Squire. World Bank 2004	4.044558	5.531935	6.466373	7.347252	8.289392	9.371132	10.64645	12.20783	14.4262	21.66887	9.576493	13.813625	17.660524	22.85428	36.09507				Average	Bangladesh Household Expenditure Survey	Asia	Taka	Month	Consumption	Household	Person	Household per capita	All	All	All	Non-EU	Non-OECD	1980-1989	Expenditure	Household Per Capita	All	All	All	Household	Person	31.7332485982	13708.4736328125	
Bangladesh	BGD	BD	1989	102.681627	Low income			38	Khan 1997																			Low	Household Expenditure Survey	Asia			Income. ..	Household	Household	No Adjustment	All	All	All	Non-EU	Non-OECD	1980-1989	Other	Without Adjustment	All	All	All	Household	Household			
Bangladesh	BGD	BD	1992	110.225555	Low income			37	Khan 1997																			Low	Household Expenditure Survey	Asia			Income. ..	Household	Household	No Adjustment	All	All	All	Non-EU	Non-OECD	1990-1999	Other	Without Adjustment	All	All	All	Household	Household			
Bangladesh	BGD	BD	1992	110.225555	Low income	537.6		28.3	World Bank Poverty Monitoring Database 2002	4.07	5.28	6.29	7.22	8.13	9.11	10.24	11.75	14.23	23.68	9.35	13.51	17.24	21.99	37.91				Average	Bangladesh Household Expenditure Survey	Asia	USD	Month	Consumption	Household	Person	Household per capita	All	All	All	Non-EU	Non-OECD	1990-1999	Expenditure	Household Per Capita	All	All	All	Household	Person	1	537.5999755859	
Bangladesh	BGD	BD	1996	119.928682	Low income	8162.4		38.7	Deininger & Squire. World Bank 2004	1.999148	3.788986	4.800414	5.772825	6.747847	7.946192	9.435451	11.56004	15.52886	32.42024	5.788134	10.573239	14.694039	20.995491	47.9491				Average	Bangladesh Household Expenditure Survey	Asia	Taka	Month	Income. Gross	Household	Person	Household per capita	All	All	All	Non-EU	Non-OECD	1990-1999	Income.Gross	Household Per Capita	All	All	All	Household	Person	41.7941683333	195.2999725342	
Bangladesh	BGD	BD	1996	119.928682	Low income	10202.4		36	Deininger & Squire. World Bank 2004	2.925187	4.212891	5.093715	5.962996	6.911452	7.931163	9.343142	11.4788	14.96097	31.17968	7.138078	11.056711	14.842615	20.821942	46.14065				Average	Bangladesh Household Expenditure Survey	Asia	Taka	Month	Consumption	Household	Person	Household per capita	All	All	All	Non-EU	Non-OECD	1990-1999	Expenditure	Household Per Capita	All	All	All	Household	Person	41.7941683333	244.1106109619	
Bangladesh	BGD	BD	1996	119.928682	Low income			43	Khan 1997																			Low	Household Expenditure Survey	Asia			Income. ..	Household	Household	No Adjustment	All	All	All	Non-EU	Non-OECD	1990-1999	Other	Without Adjustment	All	All	All	Household	Household			
Bangladesh	BGD	BD	1996	119.928682	Low income	662.4		33.6	World Bank Poverty Monitoring Database 2002	3.93	4.78	5.59	6.43	7.32	8.33	9.57	11.27	14.21	28.57	8.71	12.02	15.65	20.84	42.78				Average	Bangladesh Household Expenditure Survey	Asia	USD	Month	Consumption	Household	Person	Household per capita	All	All	All	Non-EU	Non-OECD	1990-1999	Expenditure	Household Per Capita	All	All	All	Household	Person	1	662.4000244141	
Bangladesh	BGD	BD	2000	129.592275	Low income			31.8	World Bank. World Development Indicators 2004	3.9									26.7	9	12.5	15.9	21.2	41.3				Low		Asia			Consumption	Household	Person	Household per capita	All	All	All	Non-EU	Non-OECD	2000-2006	Expenditure	Household Per Capita	All	All	All	Household	Person			
Bangladesh	BGD	BD	2000	129.592275	Low income			33.5	WDI											8.66	12	15.7	21.07	42.57			New 2013	Average		Asia			Income/Consumption				All	All	All	Non-EU	Non-OECD	2000-2006	Other		All	All	All					
Bangladesh	BGD	BD	2005	140.587922	Low income	86436		46.7	Bangladesh Income and Expenditure Survey	2	3.26	4.1	5	5.96	7.17	8.73	11.06	15.07	37.64	5.26	9.1	13.13	19.79	52.71			New 2013	High		Asia	Taka	Month	Income. ..	Household	Household	No Adjustment	All	All	All	Non-EU	Non-OECD	2000-2006	Other	Without Adjustment	All	All	All	Household	Household	64.327475	1343.6871337891	
Bangladesh	BGD	BD	2005	140.587922	Low income			34.1	Asian Development Bank 2007																		New 2008	Low		Asia			Consumption	Household	Person	Household per capita	All	All	All	Non-EU	Non-OECD	2000-2006	Expenditure	Household Per Capita	All	All	All	Household	Person			
Bangladesh	BGD	BD	2005	140.587922	Low income			33.2	World Bank. World Development Indicators 2008	3.8488877									28.01048497	8.7581350449	12.1811877159	15.5870338776	20.9457910628	42.5278522987			New 2008	Low		Asia			Consumption	Household	Person	Household per capita	All	All	All	Non-EU	Non-OECD	2000-2006	Expenditure	Household Per Capita	All	All	All	Household	Person			
Bangladesh	BGD	BD	2005	140.587922	Low income	125556		49.7	Bangladesh Income and Expenditure Survey	1.8	3.02	3.87	4.61	5.66	6.78	8.53	10.18	14.48	41.08	4.82	8.48	12.44	18.71	55.56			New 2013	High		Asia	Taka	Month	Income. ..	Household	Household	No Adjustment	Urban	All	All	Non-EU	Non-OECD	2000-2006	Other	Without Adjustment	All	Other	All	Household	Household	64.327475	1951.8254394531	
